"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35"
"1165","水煮鱼","爆炒鸡翅","玉竹南北杏鸭腿汤","蒜香包","黄尾袋鼠西拉子红葡萄酒","大蒜苋菜","木须豌豆","清爽拌凉面","桂圆肉红豆八宝饭","爆炒鳝碌","培根紫菜卷",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","香辣腐乳炒虾","芝士烩波士顿龙虾","盘蟹蒸蛋","香酥两吃大虾","蒜香辣花甲","辣炒海带丝","照烧鸡腿 ","焖猪手","爆炒鸡翅","孜然羊排","葱油凉拌藕片","香菇鹌鹑蛋","西瓜胡萝卜沙拉","凉拌萝卜丝","番茄炖秋葵","53度茅台","38度剑南春 ","不加一滴油的酸奶蛋糕","大理石奶油蛋糕","南瓜枸杞小饼干","纸杯蛋糕","桂圆肉红豆八宝饭","百里香奶油烤红酒牛肉","冰镇花螺",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","香酥两吃大虾","避风塘炒蟹","培根紫菜卷","芝麻烤紫菜","香烤牛排 ","香辣爆羊肝 ","爆炒双丝","蛋挞","纸杯蛋糕","五色糯米饭(七色)","法国波尔多AOC干红葡萄酒原","西瓜胡萝卜沙拉","凉拌菠菜","蒙古烤羊腿 ","黑米恋上葡萄","一品香酥藕","南瓜芝士包","美妙绝伦之白莲花","五香酱驴肉 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","蒙古烤羊腿 ","西瓜胡萝卜沙拉","美妙绝伦之白莲花","意文柠檬汁 ","纸杯蛋糕","山药养生粥","蛋挞","冰糖红豆薏米粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","剁椒鱼头","蒜香辣花甲","芹菜炒腰花","啤酒鸭","番茄蛋汤","五香酱驴肉 ","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","麻辣小龙虾","西瓜胡萝卜沙拉","糖醋蕃茄溜青花","蛋挞",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","芝士烩波士顿龙虾","蒜香辣花甲","党参黄芪炖牛尾 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","芝士烩波士顿龙虾","香烤牛排 ","糖醋蕃茄溜青花","西瓜胡萝卜沙拉","凉拌蒜蓉西兰花","爆炒双丝","蛋挞","五色糯米饭(七色)","黑米恋上葡萄","清爽拌凉面","辣炒花蛤","凉拌萝卜丝","拌土豆丝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","小炒羊腰 ","番茄炖秋葵","酸辣藕丁"," 北冰洋汽水 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","芝士烩波士顿龙虾","黄尾袋鼠西拉子红葡萄酒","金玉良缘","葱油凉拌藕片","香菇鹌鹑蛋","孜然羊排","白胡椒胡萝卜羊肉汤","剁椒鱼头","五色糯米饭(七色)","番茄炖牛腩 ","独家薄荷鲜虾牛肉卷 ","清炒菊花菜","糖醋蕃茄溜青花","培根花菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","麻辣小龙虾","蒜香辣花甲","辣炒海带丝","芝麻烤紫菜","白胡椒胡萝卜羊肉汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","水煮鱼","番茄甘蓝","凉拌萝卜丝","意文柠檬汁 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","芝士烩波士顿龙虾","花蛤蒸蛋","辣炒鱿鱼","独家薄荷鲜虾牛肉卷 ","葱姜炒蟹","孜然羊排","糖醋蕃茄溜青花","番茄有机花菜","炝炒大白菜","爆炒双丝","西瓜胡萝卜沙拉","香菇鹌鹑蛋","凉拌蒜蓉西兰花","53度茅台","肉丁茄子","法国波尔多AOC干红葡萄酒原","五色糯米饭(七色)","黑米恋上葡萄",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","辣炒鱿鱼","白胡椒胡萝卜羊肉汤","香烤牛排 ","啤酒鸭","五香酱驴肉 ","炝炒大白菜","大蒜苋菜","美妙绝伦之白莲花","凉拌蒜蓉西兰花","拌土豆丝","清炒菊花菜","农夫山泉NFC果汁100%橙汁","番茄甘蓝","爆炒双丝","肉丁茄子","青炒扁豆",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","芝士烩波士顿龙虾","香酥两吃大虾","姜葱炒花蟹","番茄甘蓝","拌土豆丝","凉拌萝卜丝","不加一滴油的酸奶蛋糕","张裕葡萄酒张裕赤霞珠干红 ","蛋挞","大理石奶油蛋糕","核桃葡萄干土司","五色糯米饭(七色)","冰糖红豆薏米粥","番茄炖牛腩 ","红酒炖羊肉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","辣炒鱿鱼","清蒸海鱼","蒜香辣花甲","水煮鱼","泡椒凤爪 ","蒙古烤羊腿 ","培根紫菜卷","照烧鸡腿 ","爆炒鸡翅","葱油凉拌藕片","番茄甘蓝","番茄有机花菜","爆炒双丝","青炒扁豆","肉丁茄子","谷稻小庄 ","意文柠檬汁 ","农夫山泉NFC果汁100%橙汁","咖啡奶香面包","蒜香包","冰糖红豆薏米粥","酸辣汤面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","辣炒花蛤","凉拌蒜蓉西兰花","糖醋蕃茄溜青花","爆炒鸡翅","蛋挞","清爽拌凉面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","芝士烩波士顿龙虾","香辣腐乳炒虾","爆炒双丝","百威啤酒罐装","西瓜胡萝卜沙拉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","香辣腐乳炒虾","盘蟹蒸蛋","辣炒鱿鱼","清蒸海鱼","自制猪肉脯","香烤牛排 ","法国波尔多AOC干红葡萄酒原","黄花菜炒木耳","南瓜枸杞小饼干","凉拌菠菜","冬瓜炒苦瓜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","芝士烩波士顿龙虾","花蛤蒸蛋","清蒸海鱼","独家薄荷鲜虾牛肉卷 ","孜然羊排","西瓜胡萝卜沙拉","拌土豆丝","炝炒大白菜","香菇鹌鹑蛋","凉拌菠菜","凉拌蒜蓉西兰花","糖醋蕃茄溜青花","番茄有机花菜","53度茅台","土豆西红柿汤面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","香酥两吃大虾","番茄炖牛腩 ","麻辣小龙虾","焖猪手","豌豆薯仔猪骨汤","培根花菜","芹菜炒腰花","番茄有机花菜","黄花菜炒木耳","木须豌豆","青岛啤酒罐装","长城窖酿解百纳红酒干红葡萄酒","清炒菊花菜","蒜香包","一品香酥藕","老式面包","南瓜芝士包","小米南瓜粥","鱼香肉丝拌面","清爽拌凉面","土豆西红柿汤面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","避风塘炒蟹","香酥两吃大虾","香烤牛排 ","独家薄荷鲜虾牛肉卷 ","西瓜胡萝卜沙拉","凉拌萝卜丝","五彩藕苗","谷稻小庄 ","纸杯蛋糕","农夫山泉NFC果汁100%橙汁","冰糖红豆薏米粥","豌豆薯仔猪骨汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","芝士烩波士顿龙虾","清蒸蝶鱼","蒙古烤羊腿 ","芹菜炒腰花","倒立蒸梭子蟹","番茄甘蓝","辣炒鱿鱼","爆炒双丝","独家薄荷鲜虾牛肉卷 ","香辣爆羊肝 ","拌土豆丝","番茄有机花菜","凉拌菠菜","糖醋蕃茄溜青花","西瓜胡萝卜沙拉","凉拌蒜蓉西兰花","53度茅台","清爽拌凉面","五色糯米饭(七色)","小米南瓜粥","牛肉鸡蛋肠粉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","香酥两吃大虾","姜葱炒花蟹","辣炒鱿鱼","红酒土豆烧鸭腿 ","香辣爆羊肝 ","桂圆枸杞鸽子汤","啤酒鸭","糖醋蕃茄溜青花","番茄有机花菜","冬瓜炒苦瓜","青炒扁豆","谷稻小庄 ","不加一滴油的酸奶蛋糕","葡萄奶酥(超酥香的饼干)"," 42度海之蓝","黄尾袋鼠西拉子红葡萄酒","核桃葡萄干土司",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","清蒸蝶鱼","避风塘炒蟹","爆炒猪肝","辣炒田螺","重庆特色油烧兔","木须豌豆","干锅田鸡","凉拌菠菜","金玉良缘","冬瓜炒苦瓜","张裕葡萄酒张裕赤霞珠干红 ","蛋挞","谷稻小庄 ","38度剑南春 ","葡萄奶酥(超酥香的饼干)","牛奶卷","老式面包","超人气广式肠粉","香菇鸡肉粥","山药养生粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","油焖麻辣虾","凉拌萝卜丝","白胡椒胡萝卜羊肉汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","香酥两吃大虾","香菇鹌鹑蛋","番茄甘蓝","美妙绝伦之白莲花","凉拌菠菜","牛尾汤","意文柠檬汁 ","水煮鱼","盘蟹蒸蛋","五色糯米饭(七色)","肉丁茄子","杭椒鸡珍","爆炒鸡翅","自制猪肉脯","超人气广式肠粉","打卤面","香菇鸡肉粥","避风塘炒蟹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","香辣腐乳炒虾","盘蟹蒸蛋","白胡椒胡萝卜羊肉汤","五彩藕苗","大蒜苋菜","农夫山泉NFC果汁100%橙汁","蒜香包"," 北冰洋汽水 ","南瓜芝士包","山药养生粥","皮蛋瘦肉粥","辣炒田螺","焖猪手",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","姜葱炒花蟹","大蒜苋菜","酸辣藕丁","凉拌菠菜","白斩鸡","紫薯面包卷","黄尾袋鼠西拉子红葡萄酒","泡椒凤爪 ","蒙古烤羊腿 ","不加一滴油的酸奶蛋糕","白胡椒胡萝卜羊肉汤","爆炒猪肝","照烧鸡腿 ","芹菜炒腰花","焖猪手",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","香酥两吃大虾","葱油凉拌藕片","美妙绝伦之白莲花",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","盘蟹蒸蛋","香辣腐乳炒虾","豌豆薯仔猪骨汤","美妙绝伦之白莲花","香烤牛排 ","大蒜苋菜","番茄炖秋葵","葡萄奶酥(超酥香的饼干)","核桃葡萄干土司","路易拉菲红酒干红","牛肉鸡蛋肠粉","水煮鱼",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","水煮鱼","辣炒田螺","麻辣小龙虾","番茄炖牛腩 ","泡椒凤爪 ","焖猪手","拌土豆丝","五彩藕苗","金玉良缘","黄花菜炒木耳","爆炒双丝","谷稻小庄 ","酸辣藕丁","番茄有机花菜","52度泸州老窖 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","麻辣小龙虾","水煮鱼","剁椒鱼头","蒙古烤羊腿 ","红酒炖羊肉","清炒菊花菜","培根花菜","张裕葡萄酒张裕赤霞珠干红 ","紫薯面包卷",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","蒜蓉生蚝","焖猪手","炝炒大白菜","谷稻小庄 ","蛋挞",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","芝士烩波士顿龙虾","番茄炖牛腩 ","香辣腐乳炒虾","党参黄芪炖牛尾 ","西瓜胡萝卜沙拉","50度古井贡酒","金玉良缘","纸杯蛋糕",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","白胡椒胡萝卜羊肉汤","白斩鸡","蒜香辣花甲","麻辣小龙虾","姜葱炒花蟹","清蒸蝶鱼",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","蒜香辣花甲","白胡椒胡萝卜羊肉汤","蛋挞","香辣腐乳炒虾","一品香酥藕",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","香酥两吃大虾","姜葱炒花蟹","油焖麻辣虾","杭椒鸡珍","孜然羊排","香烤牛排 ","西瓜胡萝卜沙拉","38度剑南春 ","蛋挞","纸杯蛋糕","冰糖红豆薏米粥","爆炒双丝","酸辣藕丁",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","香辣腐乳炒虾","盘蟹蒸蛋","番茄炖牛腩 ","香烤牛排 ","避风塘炒蟹","爆炒双丝","西瓜胡萝卜沙拉","凉拌萝卜丝","拌土豆丝","谷稻小庄 ","纸杯蛋糕","葡萄奶酥(超酥香的饼干)","核桃葡萄干土司","冰糖红豆薏米粥","桂圆肉红豆八宝饭","蒙古烤羊腿 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","清蒸海鱼","辣炒海带丝","重庆特色油烧兔","五香酱驴肉 ","葱油凉拌藕片","西瓜胡萝卜沙拉","白胡椒胡萝卜羊肉汤","黄花菜炒木耳","谷稻小庄 ","南瓜枸杞小饼干","五色糯米饭(七色)","黄尾袋鼠西拉子红葡萄酒",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","海带结豆腐汤","清炒菊花菜","番茄炖牛腩 ","杭椒鸡珍","麻辣小龙虾","青炒扁豆","路易拉菲红酒干红","南瓜芝士包","黑米恋上葡萄","桂圆肉红豆八宝饭","快炒黄鳝","培根紫菜卷","意文柠檬汁 ","一品香酥藕",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","啤酒鸭","番茄炖秋葵","冰糖红豆薏米粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","香酥两吃大虾","麻辣小龙虾","党参黄芪炖牛尾 ","香烤牛排 ","拌土豆丝","凉拌萝卜丝","张裕葡萄酒张裕赤霞珠干红 ","农夫山泉NFC果汁100%橙汁","不加一滴油的酸奶蛋糕","蛋挞","桂圆肉红豆八宝饭","宝宝版牛肉肠粉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","清蒸蝶鱼","剁椒鱼头","芹菜炒腰花","焖猪手","蒜香辣花甲","辣炒花蛤","蒜蓉生蚝","番茄蛋汤","番茄炖牛腩 ","照烧鸡腿 ","番茄甘蓝","西瓜胡萝卜沙拉","爆炒双丝","香菇鹌鹑蛋","38度剑南春 ","桂圆肉红豆八宝饭","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","麻辣小龙虾","孜然羊排","酸辣藕丁","番茄甘蓝","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","芝士烩波士顿龙虾","盘蟹蒸蛋","孜然羊排","独家薄荷鲜虾牛肉卷 ","爆炒双丝","凉拌菠菜","美妙绝伦之白莲花","黄花菜炒木耳","番茄有机花菜","蒜香辣花甲","五色糯米饭(七色)","爆炒鸡翅","清爽拌凉面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","爆炒双丝","番茄炖秋葵","爆炒鸡翅"," 北冰洋汽水 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","香酥两吃大虾","油焖麻辣虾","香辣腐乳炒虾","清蒸海鱼","辣炒花蛤","冰镇花螺","水煮鱼","番茄蛋汤","番茄甘蓝","香辣爆羊肝 ","爆炒鸡翅","香菇鹌鹑蛋","西瓜胡萝卜沙拉","白斩鸡","金玉良缘","葡萄奶酥(超酥香的饼干)","长城窖酿解百纳红酒干红葡萄酒","五彩藕苗","葱油凉拌藕片","番茄炖秋葵","紫薯面包卷","香菇鸡肉粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","葱姜炒蟹","麻辣小龙虾","花蛤蒸蛋","辣炒鱿鱼","香烤牛排 ","干锅田鸡","蒙古烤羊腿 ","芹菜炒腰花","木须豌豆","凉拌菠菜","黄花菜炒木耳","糖醋蕃茄溜青花","凉拌蒜蓉西兰花","爆炒双丝","西瓜胡萝卜沙拉","番茄甘蓝","桂圆肉红豆八宝饭","小米南瓜粥","宝宝版牛肉肠粉","53度茅台","蛋挞",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","香酥两吃大虾","盘蟹蒸蛋","辣炒鱿鱼","辣炒花蛤","凉拌海带豆芽紫菜","白斩鸡","啤酒鸭","肉丁茄子","五彩豆","木须豌豆","张裕葡萄酒张裕赤霞珠干红 ","长城窖酿解百纳红酒干红葡萄酒","纸杯蛋糕","大理石奶油蛋糕","打卤面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","独家薄荷鲜虾牛肉卷 ","油焖麻辣虾","爆炒双丝","五彩藕苗","炝炒大白菜","凉拌菠菜","肉丁茄子","啤酒鸭","三色凉拌手撕兔","农夫山泉NFC果汁100%橙汁",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","麻辣小龙虾","辣炒鱿鱼","辣炒田螺","照烧鸡腿 ","爆炒鸡翅","番茄有机花菜","糖醋蕃茄溜青花","凉拌蒜蓉西兰花","黄花菜炒木耳","谷稻小庄 ","冰糖红豆薏米粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","姜葱炒花蟹","油焖麻辣虾","香酥两吃大虾","辣炒鱿鱼","蒙古烤羊腿 ","照烧鸡腿 ","大蒜苋菜","焖猪手","小炒羊腰 ","凉拌菠菜","培根花菜","葱油凉拌藕片","法国波尔多AOC干红葡萄酒原","黄尾袋鼠西拉子红葡萄酒","老式面包","南瓜枸杞小饼干","冰糖红豆薏米粥","紫薯面包卷","清爽拌凉面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","香酥两吃大虾","辣炒鱿鱼","爆炒猪肝","照烧鸡腿 ","芹菜炒腰花","炝炒大白菜","凉拌菠菜","清炒菊花菜","谷稻小庄 ","青炒扁豆","南瓜枸杞小饼干","南瓜芝士包","牛奶卷","小米南瓜粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","蒜香辣花甲","避风塘炒蟹","白胡椒胡萝卜羊肉汤","蒜蓉生蚝","照烧鸡腿 ","酸辣藕丁","五彩藕苗","蓝带啤酒罐装","炝炒大白菜","南瓜枸杞小饼干","特醇嘉士伯啤酒罐装","冰糖红豆薏米粥","蒜香包","小米南瓜粥","山药养生粥","油焖麻辣虾","老式面包","牛尾汤","西瓜胡萝卜沙拉","爆炒双丝","紫薯面包卷","38度剑南春 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","油焖麻辣虾","番茄炖牛腩 ","白胡椒胡萝卜羊肉汤","凉拌菠菜","金玉良缘","葱油凉拌藕片","露露无糖杏仁露","老式面包","蓝带啤酒罐装","牛奶卷","冰糖红豆薏米粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","香烤牛排 ","番茄炖秋葵","番茄有机花菜","谷稻小庄 ","山药养生粥","香酥两吃大虾","姜葱炒花蟹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","香辣腐乳炒虾","姜葱炒花蟹","金玉良缘","葱油凉拌藕片","白胡椒胡萝卜羊肉汤","香烤牛排 ","核桃葡萄干土司","张裕葡萄酒张裕赤霞珠干红 ","皮蛋瘦肉粥","南瓜枸杞小饼干",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","小炒羊腰 ","蒜香辣花甲","芹黄鳝丝","凉拌菠菜"," 北冰洋汽水 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","芝士烩波士顿龙虾","香辣腐乳炒虾","清蒸蝶鱼","水煮鱼","清蒸海鱼","辣炒海带丝","培根紫菜卷","辣炒田螺","孜然羊排","照烧鸡腿 ","红酒土豆烧鸭腿 ","番茄有机花菜","黄花菜炒木耳","冬瓜炒苦瓜","青炒扁豆","蓝带啤酒罐装","张裕葡萄酒张裕赤霞珠干红 ","五彩藕苗","山药养生粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","蒜香辣花甲","芝麻烤紫菜","小炒羊腰 ","啤酒鸭","爆炒双丝","番茄炖秋葵","炝炒大白菜","南瓜枸杞小饼干","谷稻小庄 ","黄尾袋鼠西拉子红葡萄酒","鸡蛋、肉末肠粉","五色糯米饭(七色)","蒜香包","清爽拌凉面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","避风塘炒蟹","培根紫菜卷","芝麻烤紫菜","凉拌萝卜丝","香烤牛排 ","蛋挞","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","香菇鹌鹑蛋","香酥两吃大虾","50度古井贡酒","麻辣小龙虾","金玉良缘","姜葱炒花蟹","葱油凉拌藕片","凉拌萝卜丝","焖猪手","自制猪肉脯","芹菜炒腰花","泡椒凤爪 ","啤酒鸭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","麻辣小龙虾","香酥两吃大虾","西瓜胡萝卜沙拉","金玉良缘","酸辣藕丁","五彩藕苗","党参黄芪炖牛尾 ","孜然羊排","蒙古烤羊腿 ","小炒羊腰 ","香辣爆羊肝 "," 42度海之蓝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","姜葱炒花蟹","百里香奶油烤红酒牛肉","番茄炖牛腩 ","独家薄荷鲜虾牛肉卷 ","葱油凉拌藕片","金玉良缘","爆炒双丝","农夫山泉NFC果汁100%橙汁","南瓜枸杞小饼干","蒜香包","咖啡奶香面包","黑米恋上葡萄","冰糖红豆薏米粥","打卤面","麻辣小龙虾",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","芝士烩波士顿龙虾","蒜香辣花甲","红酒土豆烧鸭腿 ","爆炒猪肝","培根花菜","白斩鸡","番茄有机花菜","法国波尔多AOC干红葡萄酒原","皮蛋瘦肉粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","香辣腐乳炒虾","麻辣小龙虾","番茄炖牛腩 ","姜葱炒花蟹","党参黄芪炖牛尾 ","孜然羊排","番茄甘蓝","爆炒双丝","拌土豆丝","38度剑南春 ","五色糯米饭(七色)","桂圆肉红豆八宝饭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","油焖麻辣虾","姜葱炒花蟹","培根花菜","辣炒田螺","糖醋蕃茄溜青花","凉拌菠菜","特醇嘉士伯啤酒罐装","南瓜枸杞小饼干","蒜香包","香菇鹌鹑蛋","番茄甘蓝","番茄炖牛腩 ","牛尾汤","麻辣小龙虾","香烤牛排 ","蒜香辣花甲",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
